_topic_,_term_,_role_,_weight_
fear,spank,,0.5
negative,spank,,0.5
sadness,spank,,0.5
anger,spanking,,0.5
anticipation,sparkle,,0.5
joy,sparkle,,0.5
positive,sparkle,,0.5
surprise,sparkle,,0.5
fear,spasm,,0.5
negative,spasm,,0.5
anger,spat,,0.5
negative,spat,,0.5
anger,spear,,0.5
anticipation,spear,,0.5
fear,spear,,0.5
negative,spear,,0.5
joy,special,,0.5
positive,special,,0.5
trust,specialist,,0.5
trust,specialize,,0.5
positive,specie,,0.5
disgust,speck,,0.5
negative,speck,,0.5
negative,spectacle,,0.5
positive,spectacle,,0.5
anticipation,spectacular,,0.5
surprise,spectacular,,0.5
fear,specter,,0.5
negative,specter,,0.5
sadness,specter,,0.5
negative,spectral,,0.5
fear,speculation,,0.5
negative,speculation,,0.5
sadness,speculation,,0.5
anticipation,speculative,,0.5
positive,speech,,0.5
positive,speedy,,0.5
positive,spelling,,0.5
negative,spent,,0.5
disgust,spew,,0.5
positive,spice,,0.5
disgust,spider,,0.5
fear,spider,,0.5
fear,spike,,0.5
anger,spine,,0.5
negative,spine,,0.5
positive,spine,,0.5
fear,spinster,,0.5
negative,spinster,,0.5
sadness,spinster,,0.5
positive,spirit,,0.5
anticipation,spirits,,0.5
joy,spirits,,0.5
positive,spirits,,0.5
surprise,spirits,,0.5
disgust,spit,,0.5
anger,spite,,0.5
negative,spite,,0.5
anger,spiteful,,0.5
negative,spiteful,,0.5
surprise,splash,,0.5
joy,splendid,,0.5
positive,splendid,,0.5
surprise,splendid,,0.5
anticipation,splendor,,0.5
joy,splendor,,0.5
positive,splendor,,0.5
surprise,splendor,,0.5
negative,splinter,,0.5
negative,split,,0.5
negative,splitting,,0.5
sadness,splitting,,0.5
disgust,spoil,,0.5
negative,spoil,,0.5
negative,spoiler,,0.5
sadness,spoiler,,0.5
negative,spoke,,0.5
trust,spokesman,,0.5
negative,sponge,,0.5
positive,sponsor,,0.5
trust,sponsor,,0.5
fear,spook,,0.5
negative,spook,,0.5
positive,spotless,,0.5
trust,spotless,,0.5
joy,spouse,,0.5
positive,spouse,,0.5
trust,spouse,,0.5
negative,sprain,,0.5
sadness,sprain,,0.5
negative,spree,,0.5
fear,sprite,,0.5
negative,sprite,,0.5
positive,spruce,,0.5
fear,spur,,0.5
disgust,spurious,,0.5
negative,spurious,,0.5
fear,squall,,0.5
negative,squall,,0.5
sadness,squall,,0.5
negative,squatter,,0.5
disgust,squeamish,,0.5
fear,squeamish,,0.5
negative,squeamish,,0.5
anger,squelch,,0.5
disgust,squelch,,0.5
negative,squelch,,0.5
disgust,squirm,,0.5
negative,squirm,,0.5
anger,stab,,0.5
fear,stab,,0.5
negative,stab,,0.5
sadness,stab,,0.5
surprise,stab,,0.5
positive,stable,,0.5
trust,stable,,0.5
positive,staccato,,0.5
surprise,stagger,,0.5
negative,staggering,,0.5
negative,stagnant,,0.5
sadness,stagnant,,0.5
disgust,stain,,0.5
negative,stain,,0.5
positive,stainless,,0.5
negative,stale,,0.5
anger,stalemate,,0.5
disgust,stalemate,,0.5
fear,stalk,,0.5
negative,stalk,,0.5
disgust,stall,,0.5
positive,stallion,,0.5
positive,stalwart,,0.5
positive,stamina,,0.5
trust,stamina,,0.5
positive,standing,,0.5
anger,standoff,,0.5
fear,standoff,,0.5
negative,standoff,,0.5
anger,standstill,,0.5
negative,standstill,,0.5
anticipation,star,,0.5
joy,star,,0.5
positive,star,,0.5
trust,star,,0.5
negative,staring,,0.5
negative,stark,,0.5
trust,stark,,0.5
positive,starlight,,0.5
anticipation,starry,,0.5
joy,starry,,0.5
positive,starry,,0.5
anticipation,start,,0.5
fear,startle,,0.5
negative,startle,,0.5
surprise,startle,,0.5
surprise,startling,,0.5
fear,starvation,,0.5
negative,starvation,,0.5
sadness,starvation,,0.5
negative,starved,,0.5
negative,starving,,0.5
positive,stately,,0.5
positive,statement,,0.5
trust,statement,,0.5
negative,stationary,,0.5
trust,statistical,,0.5
positive,statue,,0.5
positive,status,,0.5
positive,staunch,,0.5
negative,stave,,0.5
positive,steadfast,,0.5
trust,steadfast,,0.5
surprise,steady,,0.5
trust,steady,,0.5
anger,steal,,0.5
fear,steal,,0.5
negative,steal,,0.5
sadness,steal,,0.5
disgust,stealing,,0.5
fear,stealing,,0.5
negative,stealing,,0.5
surprise,stealth,,0.5
surprise,stealthily,,0.5
anticipation,stealthy,,0.5
fear,stealthy,,0.5
negative,stealthy,,0.5
surprise,stealthy,,0.5
positive,stellar,,0.5
negative,stereotype,,0.5
negative,stereotyped,,0.5
negative,sterile,,0.5
sadness,sterile,,0.5
negative,sterility,,0.5
anger,sterling,,0.5
anticipation,sterling,,0.5
joy,sterling,,0.5
negative,sterling,,0.5
positive,sterling,,0.5
trust,sterling,,0.5
negative,stern,,0.5
positive,steward,,0.5
trust,steward,,0.5
disgust,sticky,,0.5
negative,stiff,,0.5
negative,stiffness,,0.5
negative,stifle,,0.5
anger,stifled,,0.5
fear,stifled,,0.5
negative,stifled,,0.5
sadness,stifled,,0.5
anger,stigma,,0.5
disgust,stigma,,0.5
fear,stigma,,0.5
negative,stigma,,0.5
sadness,stigma,,0.5
negative,stillborn,,0.5
sadness,stillborn,,0.5
fear,stillness,,0.5
positive,stillness,,0.5
sadness,stillness,,0.5
anger,sting,,0.5
fear,sting,,0.5
negative,sting,,0.5
negative,stinging,,0.5
anger,stingy,,0.5
disgust,stingy,,0.5
fear,stingy,,0.5
negative,stingy,,0.5
sadness,stingy,,0.5
disgust,stink,,0.5
negative,stink,,0.5
disgust,stinking,,0.5
negative,stinking,,0.5
fear,stint,,0.5
negative,stint,,0.5
sadness,stint,,0.5
negative,stocks,,0.5
anger,stolen,,0.5
negative,stolen,,0.5
disgust,stomach,,0.5
anger,stone,,0.5
negative,stone,,0.5
negative,stoned,,0.5
disgust,stools,,0.5
negative,stools,,0.5
negative,stoppage,,0.5
anticipation,store,,0.5
positive,store,,0.5
anger,storm,,0.5
negative,storm,,0.5
anger,storming,,0.5
fear,stormy,,0.5
negative,stormy,,0.5
positive,straightforward,,0.5
trust,straightforward,,0.5
anger,strained,,0.5
negative,strained,,0.5
fear,straits,,0.5
negative,straits,,0.5
negative,stranded,,0.5
fear,stranger,,0.5
negative,stranger,,0.5
anger,strangle,,0.5
disgust,strangle,,0.5
fear,strangle,,0.5
negative,strangle,,0.5
sadness,strangle,,0.5
surprise,strangle,,0.5
positive,strategic,,0.5
anticipation,strategist,,0.5
positive,strategist,,0.5
trust,strategist,,0.5
negative,stray,,0.5
positive,strength,,0.5
trust,strength,,0.5
positive,strengthen,,0.5
joy,strengthening,,0.5
positive,strengthening,,0.5
trust,strengthening,,0.5
negative,stress,,0.5
fear,stretcher,,0.5
sadness,stretcher,,0.5
sadness,stricken,,0.5
anger,strife,,0.5
negative,strife,,0.5
anger,strike,,0.5
negative,strike,,0.5
positive,striking,,0.5
positive,strikingly,,0.5
negative,strip,,0.5
sadness,strip,,0.5
negative,stripe,,0.5
anger,stripped,,0.5
anticipation,stripped,,0.5
disgust,stripped,,0.5
fear,stripped,,0.5
negative,stripped,,0.5
sadness,stripped,,0.5
anticipation,strive,,0.5
fear,stroke,,0.5
negative,stroke,,0.5
sadness,stroke,,0.5
positive,strongly,,0.5
trust,structural,,0.5
positive,structure,,0.5
trust,structure,,0.5
anger,struggle,,0.5
fear,struggle,,0.5
negative,struggle,,0.5
sadness,struggle,,0.5
negative,strut,,0.5
positive,stud,,0.5
positive,study,,0.5
negative,stuffy,,0.5
negative,stumble,,0.5
fear,stunned,,0.5
negative,stunned,,0.5
surprise,stunned,,0.5
negative,stunted,,0.5
negative,stupid,,0.5
negative,stupidity,,0.5
negative,stupor,,0.5
positive,sturdy,,0.5
disgust,sty,,0.5
negative,sty,,0.5
negative,subdue,,0.5
surprise,subito,,0.5
negative,subject,,0.5
negative,subjected,,0.5
sadness,subjected,,0.5
negative,subjection,,0.5
anger,subjugation,,0.5
disgust,subjugation,,0.5
fear,subjugation,,0.5
negative,subjugation,,0.5
sadness,subjugation,,0.5
joy,sublimation,,0.5
positive,sublimation,,0.5
anticipation,submit,,0.5
fear,subordinate,,0.5
negative,subordinate,,0.5
negative,subpoena,,0.5
anticipation,subscribe,,0.5
negative,subsidence,,0.5
sadness,subsidence,,0.5
anger,subsidy,,0.5
disgust,subsidy,,0.5
negative,subsidy,,0.5
negative,subsist,,0.5
positive,substance,,0.5
trust,substantiate,,0.5
positive,substantive,,0.5
negative,subtract,,0.5
anger,subversion,,0.5
fear,subversion,,0.5
negative,subversion,,0.5
anger,subversive,,0.5
negative,subversive,,0.5
surprise,subversive,,0.5
disgust,subvert,,0.5
fear,subvert,,0.5
negative,subvert,,0.5
sadness,subvert,,0.5
anticipation,succeed,,0.5
joy,succeed,,0.5
positive,succeed,,0.5
surprise,succeed,,0.5
trust,succeed,,0.5
anticipation,succeeding,,0.5
joy,succeeding,,0.5
positive,succeeding,,0.5
trust,succeeding,,0.5
anticipation,success,,0.5
joy,success,,0.5
positive,success,,0.5
anticipation,successful,,0.5
joy,successful,,0.5
positive,successful,,0.5
trust,successful,,0.5
positive,succinct,,0.5
negative,succulent,,0.5
positive,succulent,,0.5
negative,succumb,,0.5
negative,suck,,0.5
anger,sucker,,0.5
negative,sucker,,0.5
surprise,sudden,,0.5
surprise,suddenly,,0.5
anger,sue,,0.5
negative,sue,,0.5
sadness,sue,,0.5
negative,suffer,,0.5
fear,sufferer,,0.5
negative,sufferer,,0.5
sadness,sufferer,,0.5
disgust,suffering,,0.5
fear,suffering,,0.5
negative,suffering,,0.5
sadness,suffering,,0.5
positive,sufficiency,,0.5
disgust,suffocating,,0.5
fear,suffocating,,0.5
negative,suffocating,,0.5
sadness,suffocating,,0.5
anger,suffocation,,0.5
fear,suffocation,,0.5
negative,suffocation,,0.5
positive,sugar,,0.5
trust,suggest,,0.5
anger,suicidal,,0.5
disgust,suicidal,,0.5
fear,suicidal,,0.5
negative,suicidal,,0.5
sadness,suicidal,,0.5
anger,suicide,,0.5
fear,suicide,,0.5
negative,suicide,,0.5
sadness,suicide,,0.5
positive,suitable,,0.5
anger,sullen,,0.5
negative,sullen,,0.5
sadness,sullen,,0.5
fear,sultan,,0.5
positive,sultry,,0.5
negative,summons,,0.5
disgust,sump,,0.5
anticipation,sun,,0.5
joy,sun,,0.5
positive,sun,,0.5
surprise,sun,,0.5
trust,sun,,0.5
anticipation,sundial,,0.5
trust,sundial,,0.5
disgust,sunk,,0.5
fear,sunk,,0.5
negative,sunk,,0.5
sadness,sunk,,0.5
anticipation,sunny,,0.5
joy,sunny,,0.5
positive,sunny,,0.5
surprise,sunny,,0.5
anticipation,sunset,,0.5
positive,sunset,,0.5
joy,sunshine,,0.5
positive,sunshine,,0.5
positive,superb,,0.5
negative,superficial,,0.5
negative,superfluous,,0.5
positive,superhuman,,0.5
positive,superior,,0.5
positive,superiority,,0.5
joy,superman,,0.5
positive,superman,,0.5
trust,superman,,0.5
joy,superstar,,0.5
positive,superstar,,0.5
trust,superstar,,0.5
fear,superstition,,0.5
negative,superstition,,0.5
positive,superstition,,0.5
anticipation,superstitious,,0.5
fear,superstitious,,0.5
negative,superstitious,,0.5
positive,supplication,,0.5
trust,supplication,,0.5
positive,supplies,,0.5
positive,supply,,0.5
positive,supported,,0.5
joy,supporter,,0.5
positive,supporter,,0.5
trust,supporter,,0.5
positive,supporting,,0.5
trust,supporting,,0.5
anger,suppress,,0.5
fear,suppress,,0.5
negative,suppress,,0.5
sadness,suppress,,0.5
anger,suppression,,0.5
disgust,suppression,,0.5
fear,suppression,,0.5
negative,suppression,,0.5
anger,supremacy,,0.5
anticipation,supremacy,,0.5
fear,supremacy,,0.5
joy,supremacy,,0.5
negative,supremacy,,0.5
positive,supremacy,,0.5
surprise,supremacy,,0.5
trust,supremacy,,0.5
positive,supreme,,0.5
positive,supremely,,0.5
anger,surcharge,,0.5
negative,surcharge,,0.5
positive,surety,,0.5
trust,surety,,0.5
surprise,surge,,0.5
fear,surgery,,0.5
sadness,surgery,,0.5
anger,surly,,0.5
disgust,surly,,0.5
negative,surly,,0.5
positive,surmise,,0.5
positive,surpassing,,0.5
fear,surprise,,0.5
joy,surprise,,0.5
positive,surprise,,0.5
surprise,surprise,,0.5
surprise,surprised,,0.5
surprise,surprising,,0.5
anticipation,surprisingly,,0.5
surprise,surprisingly,,0.5
fear,surrender,,0.5
negative,surrender,,0.5
sadness,surrender,,0.5
negative,surrendering,,0.5
sadness,surrendering,,0.5
trust,surrogate,,0.5
anticipation,surround,,0.5
negative,surround,,0.5
positive,surround,,0.5
fear,surveillance,,0.5
positive,surveying,,0.5
positive,survive,,0.5
negative,susceptible,,0.5
fear,suspect,,0.5
negative,suspect,,0.5
anticipation,suspense,,0.5
fear,suspense,,0.5
surprise,suspense,,0.5
fear,suspension,,0.5
negative,suspension,,0.5
fear,suspicion,,0.5
negative,suspicion,,0.5
anger,suspicious,,0.5
anticipation,suspicious,,0.5
negative,suspicious,,0.5
negative,swab,,0.5
disgust,swamp,,0.5
fear,swamp,,0.5
negative,swamp,,0.5
disgust,swampy,,0.5
fear,swampy,,0.5
negative,swampy,,0.5
disgust,swarm,,0.5
anger,swastika,,0.5
fear,swastika,,0.5
negative,swastika,,0.5
positive,swear,,0.5
trust,swear,,0.5
fear,sweat,,0.5
anticipation,sweet,,0.5
joy,sweet,,0.5
positive,sweet,,0.5
surprise,sweet,,0.5
trust,sweet,,0.5
anticipation,sweetheart,,0.5
joy,sweetheart,,0.5
positive,sweetheart,,0.5
sadness,sweetheart,,0.5
trust,sweetheart,,0.5
positive,sweetie,,0.5
positive,sweetness,,0.5
anticipation,sweets,,0.5
joy,sweets,,0.5
positive,sweets,,0.5
fear,swelling,,0.5
negative,swelling,,0.5
fear,swerve,,0.5
surprise,swerve,,0.5
positive,swift,,0.5
disgust,swig,,0.5
negative,swig,,0.5
anticipation,swim,,0.5
fear,swim,,0.5
joy,swim,,0.5
positive,swim,,0.5
disgust,swine,,0.5
negative,swine,,0.5
negative,swollen,,0.5
positive,symbolic,,0.5
positive,symmetrical,,0.5
joy,symmetry,,0.5
positive,symmetry,,0.5
trust,symmetry,,0.5
fear,sympathetic,,0.5
joy,sympathetic,,0.5
positive,sympathetic,,0.5
sadness,sympathetic,,0.5
trust,sympathetic,,0.5
sadness,sympathize,,0.5
positive,sympathy,,0.5
sadness,sympathy,,0.5
anticipation,symphony,,0.5
joy,symphony,,0.5
positive,symphony,,0.5
negative,symptom,,0.5
anticipation,synchronize,,0.5
joy,synchronize,,0.5
positive,synchronize,,0.5
surprise,synchronize,,0.5
trust,synchronize,,0.5
fear,syncope,,0.5
negative,syncope,,0.5
sadness,syncope,,0.5
surprise,syncope,,0.5
positive,synergistic,,0.5
trust,synergistic,,0.5
positive,synod,,0.5
trust,synod,,0.5
fear,synonymous,,0.5
negative,synonymous,,0.5
positive,synonymous,,0.5
trust,synonymous,,0.5
fear,syringe,,0.5
trust,system,,0.5
disgust,taboo,,0.5
fear,taboo,,0.5
negative,taboo,,0.5
anticipation,tabulate,,0.5
anger,tackle,,0.5
surprise,tackle,,0.5
positive,tact,,0.5
fear,tactics,,0.5
trust,tactics,,0.5
negative,taint,,0.5
sadness,taint,,0.5
positive,tale,,0.5
positive,talent,,0.5
positive,talisman,,0.5
positive,talk,,0.5
anger,talons,,0.5
fear,talons,,0.5
negative,talons,,0.5
trust,tandem,,0.5
negative,tangled,,0.5
positive,tanned,,0.5
anticipation,tantalizing,,0.5
joy,tantalizing,,0.5
negative,tantalizing,,0.5
positive,tantalizing,,0.5
surprise,tantalizing,,0.5
trust,tantamount,,0.5
negative,tardiness,,0.5
negative,tardy,,0.5
anger,tariff,,0.5
disgust,tariff,,0.5
negative,tariff,,0.5
disgust,tarnish,,0.5
negative,tarnish,,0.5
sadness,tarnish,,0.5
negative,tarry,,0.5
positive,task,,0.5
positive,tasteful,,0.5
disgust,tasteless,,0.5
negative,tasteless,,0.5
positive,tasty,,0.5
trust,taught,,0.5
anger,taunt,,0.5
fear,taunt,,0.5
negative,taunt,,0.5
sadness,taunt,,0.5
disgust,tawny,,0.5
negative,tax,,0.5
sadness,tax,,0.5
joy,teach,,0.5
positive,teach,,0.5
surprise,teach,,0.5
trust,teach,,0.5
positive,teacher,,0.5
trust,teacher,,0.5
trust,team,,0.5
disgust,tearful,,0.5
fear,tearful,,0.5
sadness,tearful,,0.5
anger,tease,,0.5
anticipation,tease,,0.5
negative,tease,,0.5
sadness,tease,,0.5
anger,teasing,,0.5
fear,teasing,,0.5
negative,teasing,,0.5
positive,technology,,0.5
negative,tedious,,0.5
negative,tedium,,0.5
disgust,teeming,,0.5
negative,teens,,0.5
positive,teens,,0.5
positive,temperance,,0.5
trust,temperate,,0.5
positive,tempered,,0.5
anger,tempest,,0.5
anticipation,tempest,,0.5
fear,tempest,,0.5
negative,tempest,,0.5
sadness,tempest,,0.5
surprise,tempest,,0.5
negative,temptation,,0.5
positive,tenable,,0.5
positive,tenacious,,0.5
positive,tenacity,,0.5
positive,tenancy,,0.5
positive,tenant,,0.5
joy,tender,,0.5
positive,tender,,0.5
trust,tender,,0.5
joy,tenderness,,0.5
positive,tenderness,,0.5
negative,tenement,,0.5
anger,tension,,0.5
fear,terminal,,0.5
negative,terminal,,0.5
sadness,terminal,,0.5
sadness,terminate,,0.5
negative,termination,,0.5
sadness,termination,,0.5
disgust,termite,,0.5
negative,termite,,0.5
anger,terrible,,0.5
disgust,terrible,,0.5
fear,terrible,,0.5
negative,terrible,,0.5
sadness,terrible,,0.5
sadness,terribly,,0.5
sadness,terrific,,0.5
fear,terror,,0.5
negative,terror,,0.5
anger,terrorism,,0.5
disgust,terrorism,,0.5
fear,terrorism,,0.5
negative,terrorism,,0.5
sadness,terrorism,,0.5
anger,terrorist,,0.5
disgust,terrorist,,0.5
fear,terrorist,,0.5
negative,terrorist,,0.5
sadness,terrorist,,0.5
surprise,terrorist,,0.5
anger,terrorize,,0.5
fear,terrorize,,0.5
negative,terrorize,,0.5
sadness,terrorize,,0.5
anticipation,testament,,0.5
trust,testament,,0.5
trust,testimony,,0.5
disgust,tetanus,,0.5
negative,tetanus,,0.5
negative,tether,,0.5
joy,thankful,,0.5
positive,thankful,,0.5
joy,thanksgiving,,0.5
positive,thanksgiving,,0.5
anger,theft,,0.5
disgust,theft,,0.5
fear,theft,,0.5
negative,theft,,0.5
sadness,theft,,0.5
disgust,theism,,0.5
negative,theism,,0.5
anger,theocratic,,0.5
fear,theocratic,,0.5
negative,theocratic,,0.5
sadness,theocratic,,0.5
trust,theocratic,,0.5
trust,theological,,0.5
anticipation,theology,,0.5
trust,theorem,,0.5
positive,theoretical,,0.5
anticipation,theory,,0.5
trust,theory,,0.5
joy,therapeutic,,0.5
positive,therapeutic,,0.5
trust,therapeutic,,0.5
positive,therapeutics,,0.5
anticipation,thermocouple,,0.5
trust,thermometer,,0.5
anger,thief,,0.5
disgust,thief,,0.5
fear,thief,,0.5
negative,thief,,0.5
sadness,thief,,0.5
surprise,thief,,0.5
positive,thinker,,0.5
anticipation,thirst,,0.5
sadness,thirst,,0.5
surprise,thirst,,0.5
negative,thirsty,,0.5
fear,thirteenth,,0.5
negative,thorn,,0.5
fear,thorny,,0.5
negative,thorny,,0.5
positive,thoroughbred,,0.5
anticipation,thought,,0.5
positive,thoughtful,,0.5
trust,thoughtful,,0.5
positive,thoughtfulness,,0.5
anger,thoughtless,,0.5
disgust,thoughtless,,0.5
negative,thoughtless,,0.5
anger,thrash,,0.5
disgust,thrash,,0.5
fear,thrash,,0.5
negative,thrash,,0.5
sadness,thrash,,0.5
anger,threat,,0.5
fear,threat,,0.5
negative,threat,,0.5
anger,threaten,,0.5
anticipation,threaten,,0.5
fear,threaten,,0.5
negative,threaten,,0.5
anger,threatening,,0.5
disgust,threatening,,0.5
fear,threatening,,0.5
negative,threatening,,0.5
anger,thresh,,0.5
fear,thresh,,0.5
negative,thresh,,0.5
sadness,thresh,,0.5
disgust,thrift,,0.5
positive,thrift,,0.5
trust,thrift,,0.5
anticipation,thrill,,0.5
fear,thrill,,0.5
joy,thrill,,0.5
positive,thrill,,0.5
surprise,thrill,,0.5
anticipation,thrilling,,0.5
joy,thrilling,,0.5
positive,thrilling,,0.5
surprise,thrilling,,0.5
anticipation,thriving,,0.5
joy,thriving,,0.5
positive,thriving,,0.5
fear,throb,,0.5
negative,throb,,0.5
sadness,throb,,0.5
positive,throne,,0.5
trust,throne,,0.5
anger,throttle,,0.5
negative,throttle,,0.5
anger,thug,,0.5
disgust,thug,,0.5
fear,thug,,0.5
negative,thug,,0.5
anger,thump,,0.5
negative,thump,,0.5
fear,thumping,,0.5
anger,thundering,,0.5
fear,thundering,,0.5
negative,thundering,,0.5
negative,thwart,,0.5
surprise,thwart,,0.5
anticipation,tickle,,0.5
joy,tickle,,0.5
positive,tickle,,0.5
surprise,tickle,,0.5
trust,tickle,,0.5
anger,tiff,,0.5
negative,tiff,,0.5
anger,tighten,,0.5
positive,tiling,,0.5
anticipation,time,,0.5
positive,timely,,0.5
fear,timid,,0.5
negative,timid,,0.5
sadness,timid,,0.5
anticipation,timidity,,0.5
fear,timidity,,0.5
negative,timidity,,0.5
joy,tinsel,,0.5
positive,tinsel,,0.5
negative,tipsy,,0.5
anger,tirade,,0.5
disgust,tirade,,0.5
negative,tirade,,0.5
negative,tired,,0.5
negative,tiredness,,0.5
negative,tiresome,,0.5
negative,tit,,0.5
positive,title,,0.5
trust,title,,0.5
disgust,toad,,0.5
negative,toad,,0.5
joy,toast,,0.5
positive,toast,,0.5
negative,tobacco,,0.5
disgust,toilet,,0.5
negative,toilet,,0.5
negative,toils,,0.5
positive,tolerant,,0.5
anger,tolerate,,0.5
negative,tolerate,,0.5
sadness,tolerate,,0.5
positive,toleration,,0.5
sadness,tomb,,0.5
anticipation,tomorrow,,0.5
fear,toothache,,0.5
negative,toothache,,0.5
anticipation,top,,0.5
positive,top,,0.5
trust,top,,0.5
surprise,topple,,0.5
anger,torment,,0.5
fear,torment,,0.5
negative,torment,,0.5
sadness,torment,,0.5
negative,torn,,0.5
fear,tornado,,0.5
anger,torpedo,,0.5
negative,torpedo,,0.5
fear,torrent,,0.5
negative,torrid,,0.5
negative,tort,,0.5
anger,tortious,,0.5
disgust,tortious,,0.5
negative,tortious,,0.5
